Date,SP_Price,Open,High,Low,Vol.,Change %
23-Feb-16,"1,921.27","1,942.38","1,942.38","1,919.44",-,-1.25%
22-Feb-16,"1,945.50","1,924.44","1,946.70","1,924.44",-,1.45%
19-Feb-16,"1,917.78","1,916.74","1,918.78","1,902.17",-,0.00%
18-Feb-16,"1,917.83","1,927.57","1,930.00","1,915.09",-,-0.47%
17-Feb-16,"1,926.82","1,898.80","1,930.68","1,898.80",-,1.65%
16-Feb-16,"1,895.58","1,871.44","1,895.77","1,871.44",-,1.65%
12-Feb-16,"1,864.78","1,833.40","1,864.78","1,833.40",-,1.95%
11-Feb-16,"1,829.08","1,847.00","1,847.00","1,810.10",-,-1.23%
10-Feb-16,"1,851.86","1,857.10","1,881.60","1,850.32",-,-0.02%
9-Feb-16,"1,852.21","1,848.46","1,868.25","1,834.94",-,-0.07%
8-Feb-16,"1,853.44","1,873.25","1,873.25","1,828.46",-,-1.42%
5-Feb-16,"1,880.05","1,913.07","1,913.07","1,872.65",-,-1.85%
4-Feb-16,"1,915.45","1,911.67","1,927.35","1,900.52",-,0.15%
3-Feb-16,"1,912.53","1,907.07","1,918.01","1,872.23",-,0.50%
2-Feb-16,"1,903.03","1,935.26","1,935.26","1,897.29",-,-1.87%
1-Feb-16,"1,939.38","1,936.94","1,947.20","1,920.30",-,-0.04%
29-Jan-16,"1,940.24","1,894.00","1,940.24","1,894.00",-,2.48%
28-Jan-16,"1,893.36","1,885.22","1,902.96","1,873.65",-,0.55%
27-Jan-16,"1,882.95","1,902.52","1,916.99","1,872.70",-,-1.09%
26-Jan-16,"1,903.63","1,878.79","1,906.73","1,878.79",-,1.41%
25-Jan-16,"1,877.08","1,906.28","1,906.28","1,875.97",-,-1.56%
22-Jan-16,"1,906.90","1,877.40","1,908.85","1,877.40",-,2.03%
21-Jan-16,"1,868.99","1,861.46","1,889.85","1,848.98",-,0.52%
20-Jan-16,"1,859.33","1,876.18","1,876.18","1,812.29",-,-1.17%
19-Jan-16,"1,881.33","1,888.66","1,901.44","1,864.60",-,0.05%
15-Jan-16,"1,880.33","1,916.68","1,916.68","1,857.83",-,-2.16%
14-Jan-16,"1,921.84","1,891.68","1,934.47","1,878.93",-,1.67%
13-Jan-16,"1,890.28","1,940.34","1,950.33","1,886.41",-,-2.50%
12-Jan-16,"1,938.68","1,927.83","1,947.38","1,914.35",-,0.78%
11-Jan-16,"1,923.67","1,926.12","1,935.65","1,901.10",-,0.09%
8-Jan-16,"1,922.03","1,945.97","1,960.40","1,918.46",-,-1.08%
7-Jan-16,"1,943.09","1,985.32","1,985.32","1,938.83",-,-2.37%
6-Jan-16,"1,990.26","2,011.71","2,011.71","1,979.05",-,-1.31%
5-Jan-16,"2,016.71","2,013.78","2,021.94","2,004.17",-,0.20%
4-Jan-16,"2,012.66","2,038.20","2,038.20","1,989.68",-,-1.53%
31-Dec-15,"2,043.94","2,060.59","2,062.54","2,043.62",-,-0.94%
30-Dec-15,"2,063.36","2,077.34","2,077.34","2,061.97",-,-0.72%
29-Dec-15,"2,078.36","2,060.54","2,081.56","2,060.54",-,1.06%
28-Dec-15,"2,056.50","2,057.77","2,057.77","2,044.20",-,-0.22%
24-Dec-15,"2,060.99","2,063.52","2,067.36","2,058.73",-,-0.16%
23-Dec-15,"2,064.29","2,042.20","2,064.73","2,042.20",-,1.24%
22-Dec-15,"2,038.97","2,023.15","2,042.74","2,020.49",-,0.88%
21-Dec-15,"2,021.15","2,010.27","2,022.90","2,005.93",-,0.78%
18-Dec-15,"2,005.55","2,040.81","2,040.81","2,005.33",-,-1.78%
17-Dec-15,"2,041.89","2,073.76","2,076.37","2,041.66",-,-1.50%
16-Dec-15,"2,073.07","2,046.50","2,076.72","2,042.43",-,1.45%
15-Dec-15,"2,043.41","2,025.55","2,053.87","2,025.55",-,1.06%
14-Dec-15,"2,021.94","2,013.37","2,022.92","1,993.26",-,0.48%
11-Dec-15,"2,012.37","2,047.27","2,047.27","2,008.80",-,-1.94%
10-Dec-15,"2,052.23","2,047.93","2,067.65","2,045.67",-,0.23%
9-Dec-15,"2,047.62","2,061.17","2,080.33","2,036.53",-,-0.77%
8-Dec-15,"2,063.59","2,073.39","2,073.85","2,052.32",-,-0.65%
7-Dec-15,"2,077.07","2,090.42","2,090.42","2,066.78",-,-0.70%
4-Dec-15,"2,091.69","2,051.24","2,093.84","2,051.24",-,2.05%
3-Dec-15,"2,049.62","2,080.71","2,085.00","2,042.35",-,-1.44%
2-Dec-15,"2,079.51","2,101.71","2,104.27","2,077.11",-,-1.10%
1-Dec-15,"2,102.63","2,082.93","2,103.37","2,082.93",-,1.07%
30-Nov-15,"2,080.41","2,090.95","2,093.81","2,080.41",-,-0.46%
27-Nov-15,"2,090.11","2,088.82","2,093.29","2,084.13",-,0.06%
25-Nov-15,"2,088.87","2,089.30","2,093.00","2,086.30",-,-0.01%
24-Nov-15,"2,089.14","2,084.42","2,094.12","2,070.29",-,0.12%
23-Nov-15,"2,086.59","2,089.41","2,095.61","2,081.39",-,-0.12%
20-Nov-15,"2,089.17","2,082.82","2,097.06","2,082.82",-,0.38%
19-Nov-15,"2,081.24","2,083.70","2,086.74","2,078.76",-,-0.11%
18-Nov-15,"2,083.58","2,051.99","2,085.31","2,051.99",-,1.62%
17-Nov-15,"2,050.44","2,053.67","2,066.69","2,045.90",-,-0.13%
16-Nov-15,"2,053.19","2,022.08","2,053.22","2,019.39",-,1.49%
13-Nov-15,"2,023.04","2,044.64","2,044.64","2,022.02",-,-1.12%
12-Nov-15,"2,045.97","2,072.29","2,072.29","2,045.66",-,-1.40%
11-Nov-15,"2,075.00","2,083.41","2,086.94","2,074.85",-,-0.32%
10-Nov-15,"2,081.72","2,077.19","2,083.67","2,069.91",-,0.15%
9-Nov-15,"2,078.58","2,096.56","2,096.56","2,068.24",-,-0.98%
6-Nov-15,"2,099.20","2,098.60","2,101.91","2,083.74",-,-0.03%
5-Nov-15,"2,099.93","2,101.68","2,108.78","2,090.41",-,-0.11%
4-Nov-15,"2,102.31","2,110.60","2,114.59","2,096.98",-,-0.35%
3-Nov-15,"2,109.79","2,102.63","2,116.48","2,097.51",-,0.27%
2-Nov-15,"2,104.05","2,080.76","2,106.20","2,080.76",-,1.19%
30-Oct-15,"2,079.36","2,090.00","2,094.32","2,079.34",-,-0.48%
29-Oct-15,"2,089.41","2,088.35","2,092.52","2,082.63",-,-0.04%
28-Oct-15,"2,090.35","2,066.48","2,090.35","2,063.11",-,1.18%
27-Oct-15,"2,065.89","2,068.75","2,070.37","2,058.84",-,-0.26%
26-Oct-15,"2,071.18","2,075.08","2,075.14","2,066.53",-,-0.19%
23-Oct-15,"2,075.15","2,058.19","2,079.74","2,058.19",-,1.10%
22-Oct-15,"2,052.51","2,021.88","2,055.20","2,021.88",-,1.66%
21-Oct-15,"2,018.94","2,033.47","2,037.97","2,017.22",-,-0.58%
20-Oct-15,"2,030.77","2,033.13","2,039.12","2,026.61",-,-0.14%
19-Oct-15,"2,033.66","2,031.73","2,034.45","2,022.31",-,0.03%
16-Oct-15,"2,033.11","2,024.37","2,033.54","2,020.46",-,0.46%
15-Oct-15,"2,023.86","1,996.47","2,024.15","1,996.47",-,1.49%
14-Oct-15,"1,994.24","2,003.66","2,009.56","1,990.73",-,-0.47%
13-Oct-15,"2,003.69","2,015.00","2,022.34","2,001.78",-,-0.68%
12-Oct-15,"2,017.46","2,015.65","2,018.66","2,010.55",-,0.13%
9-Oct-15,"2,014.89","2,013.73","2,020.13","2,007.61",-,0.07%
8-Oct-15,"2,013.43","1,994.01","2,016.50","1,987.53",-,0.88%
7-Oct-15,"1,995.83","1,982.34","1,999.31","1,976.44",-,0.80%
6-Oct-15,"1,979.92","1,986.63","1,991.62","1,971.99",-,-0.36%
5-Oct-15,"1,987.05","1,954.33","1,989.17","1,954.33",-,1.83%
2-Oct-15,"1,951.36","1,921.77","1,951.36","1,893.70",-,1.43%
1-Oct-15,"1,923.82","1,919.65","1,927.21","1,900.70",-,0.20%
30-Sep-15,"1,920.03","1,887.14","1,920.53","1,887.14",-,1.91%
29-Sep-15,"1,884.09","1,881.90","1,899.48","1,871.91",-,0.12%
28-Sep-15,"1,881.77","1,929.18","1,929.18","1,879.21",-,-2.57%
25-Sep-15,"1,931.34","1,935.93","1,952.89","1,921.50",-,-0.05%
24-Sep-15,"1,932.24","1,934.81","1,937.17","1,908.92",-,-0.34%
23-Sep-15,"1,938.76","1,943.24","1,949.52","1,932.57",-,-0.20%
22-Sep-15,"1,942.74","1,961.39","1,961.39","1,929.22",-,-1.23%
21-Sep-15,"1,966.97","1,960.84","1,979.64","1,955.80",-,0.46%
18-Sep-15,"1,958.03","1,989.66","1,989.66","1,953.45",-,-1.62%
17-Sep-15,"1,990.20","1,995.33","2,020.86","1,986.73",-,-0.26%
16-Sep-15,"1,995.31","1,978.02","1,997.26","1,977.93",-,0.87%
15-Sep-15,"1,978.09","1,955.10","1,983.19","1,954.30",-,1.28%
14-Sep-15,"1,953.03","1,963.06","1,963.06","1,948.27",-,-0.41%
11-Sep-15,"1,961.05","1,951.45","1,961.05","1,939.19",-,0.45%
10-Sep-15,"1,952.29","1,941.59","1,965.29","1,937.19",-,0.53%
9-Sep-15,"1,942.04","1,971.45","1,988.63","1,937.88",-,-1.39%
8-Sep-15,"1,969.41","1,927.30","1,970.42","1,927.30",-,2.51%
4-Sep-15,"1,921.22","1,947.76","1,947.76","1,911.21",-,-1.53%
3-Sep-15,"1,951.13","1,950.79","1,975.01","1,944.72",-,0.12%
2-Sep-15,"1,948.86","1,916.52","1,948.91","1,916.52",-,1.83%
1-Sep-15,"1,913.85","1,970.09","1,970.09","1,903.07",-,-2.96%
31-Aug-15,"1,972.18","1,986.73","1,986.73","1,965.98",-,-0.84%
28-Aug-15,"1,988.87","1,986.06","1,993.48","1,975.19",-,0.06%
27-Aug-15,"1,987.66","1,942.77","1,989.60","1,942.77",-,2.43%
26-Aug-15,"1,940.51","1,872.75","1,943.09","1,872.75",-,3.90%
25-Aug-15,"1,867.61","1,898.08","1,948.04","1,867.08",-,-1.35%
24-Aug-15,"1,893.21","1,965.15","1,965.15","1,867.01",-,-3.94%
21-Aug-15,"1,970.89","2,034.08","2,034.08","1,970.89",-,-3.19%
20-Aug-15,"2,035.73","2,076.61","2,076.61","2,035.73",-,-2.11%
19-Aug-15,"2,079.61","2,095.69","2,096.17","2,070.53",-,-0.83%
18-Aug-15,"2,096.92","2,101.99","2,103.47","2,094.14",-,-0.26%
17-Aug-15,"2,102.44","2,089.70","2,102.87","2,079.30",-,0.52%
14-Aug-15,"2,091.54","2,083.15","2,092.45","2,080.61",-,0.39%
13-Aug-15,"2,083.39","2,086.19","2,092.93","2,078.26",-,-0.13%
12-Aug-15,"2,086.05","2,081.10","2,089.06","2,052.09",-,0.10%
11-Aug-15,"2,084.07","2,102.66","2,102.66","2,076.49",-,-0.96%
10-Aug-15,"2,104.18","2,080.98","2,105.35","2,080.98",-,1.28%
7-Aug-15,"2,077.57","2,082.61","2,082.61","2,067.91",-,-0.29%
6-Aug-15,"2,083.56","2,100.75","2,103.32","2,075.53",-,-0.78%
5-Aug-15,"2,099.84","2,095.27","2,112.66","2,095.27",-,0.31%
4-Aug-15,"2,093.32","2,097.68","2,102.51","2,088.60",-,-0.22%
3-Aug-15,"2,098.04","2,104.49","2,105.70","2,087.31",-,-0.28%
31-Jul-15,"2,103.84","2,111.60","2,114.24","2,102.07",-,-0.23%
30-Jul-15,"2,108.63","2,106.78","2,110.48","2,094.97",-,0.00%
29-Jul-15,"2,108.57","2,094.70","2,110.60","2,094.08",-,0.73%
28-Jul-15,"2,093.25","2,070.75","2,095.60","2,069.09",-,1.24%
27-Jul-15,"2,067.64","2,078.19","2,078.19","2,063.52",-,-0.58%
24-Jul-15,"2,079.65","2,102.24","2,106.01","2,077.09",-,-1.07%
23-Jul-15,"2,102.15","2,114.16","2,116.87","2,098.63",-,-0.57%
22-Jul-15,"2,114.15","2,118.21","2,118.51","2,110.00",-,-0.24%
21-Jul-15,"2,119.21","2,127.55","2,128.49","2,115.40",-,-0.43%
20-Jul-15,"2,128.28","2,126.85","2,132.82","2,123.65",-,0.08%
17-Jul-15,"2,126.64","2,126.80","2,128.91","2,119.88",-,0.11%
16-Jul-15,"2,124.29","2,110.55","2,124.42","2,110.55",-,0.80%
15-Jul-15,"2,107.40","2,109.01","2,114.14","2,102.49",-,-0.07%
14-Jul-15,"2,108.95","2,099.72","2,111.98","2,098.18",-,0.45%
13-Jul-15,"2,099.60","2,080.03","2,100.67","2,080.03",-,1.11%
10-Jul-15,"2,076.62","2,052.74","2,081.31","2,052.74",-,1.23%
9-Jul-15,"2,051.31","2,049.73","2,074.28","2,049.73",-,0.23%
8-Jul-15,"2,046.68","2,077.66","2,077.66","2,044.66",-,-1.67%
7-Jul-15,"2,081.34","2,069.52","2,083.74","2,044.02",-,0.61%
6-Jul-15,"2,068.76","2,073.95","2,078.61","2,058.40",-,-0.39%
2-Jul-15,"2,076.78","2,078.03","2,085.06","2,071.02",-,-0.03%
1-Jul-15,"2,077.42","2,067.00","2,082.78","2,067.00",-,0.69%
30-Jun-15,"2,063.11","2,061.19","2,074.28","2,056.32",-,0.27%
29-Jun-15,"2,057.64","2,098.63","2,098.63","2,056.64",-,-2.09%
26-Jun-15,"2,101.49","2,102.62","2,108.92","2,095.38",-,-0.04%
25-Jun-15,"2,102.31","2,109.96","2,116.04","2,101.78",-,-0.30%
24-Jun-15,"2,108.58","2,123.65","2,125.10","2,108.58",-,-0.74%
23-Jun-15,"2,124.20","2,123.16","2,128.03","2,119.89",-,0.06%
22-Jun-15,"2,122.85","2,112.50","2,129.87","2,112.50",-,0.61%
19-Jun-15,"2,109.99","2,121.06","2,121.64","2,109.45",-,-0.53%
18-Jun-15,"2,121.24","2,101.58","2,126.65","2,101.58",-,0.99%
17-Jun-15,"2,100.44","2,097.40","2,106.79","2,088.86",-,0.20%
16-Jun-15,"2,096.29","2,084.26","2,097.40","2,082.10",-,0.57%
15-Jun-15,"2,084.43","2,091.34","2,091.34","2,072.49",-,-0.46%
12-Jun-15,"2,094.11","2,107.43","2,107.43","2,091.33",-,-0.70%
11-Jun-15,"2,108.86","2,106.24","2,115.02","2,106.24",-,0.17%
10-Jun-15,"2,105.20","2,081.12","2,108.50","2,081.12",-,1.20%
9-Jun-15,"2,080.15","2,079.07","2,085.62","2,072.14",-,0.04%
8-Jun-15,"2,079.28","2,092.34","2,093.01","2,079.11",-,-0.65%
5-Jun-15,"2,092.83","2,095.09","2,100.99","2,085.67",-,-0.14%
4-Jun-15,"2,095.84","2,112.35","2,112.89","2,093.23",-,-0.86%
3-Jun-15,"2,114.07","2,110.64","2,121.92","2,109.61",-,0.21%
2-Jun-15,"2,109.60","2,110.41","2,117.59","2,099.14",-,-0.10%
1-Jun-15,"2,111.73","2,108.64","2,119.15","2,102.54",-,0.21%
29-May-15,"2,107.39","2,120.66","2,120.66","2,104.89",-,-0.63%
28-May-15,"2,120.79","2,122.27","2,122.27","2,112.86",-,-0.13%
27-May-15,"2,123.48","2,105.13","2,126.22","2,105.13",-,0.92%
26-May-15,"2,104.20","2,125.34","2,125.34","2,099.18",-,-1.03%
22-May-15,"2,126.06","2,130.36","2,132.15","2,126.06",-,-0.22%
21-May-15,"2,130.82","2,125.55","2,134.28","2,122.95",-,0.23%
20-May-15,"2,125.85","2,127.79","2,134.72","2,122.59",-,-0.09%
19-May-15,"2,127.83","2,129.45","2,133.02","2,124.50",-,-0.06%
18-May-15,"2,129.20","2,121.30","2,131.78","2,120.01",-,0.30%
15-May-15,"2,122.73","2,122.07","2,123.89","2,116.79",-,0.08%
14-May-15,"2,121.10","2,100.43","2,121.45","2,100.43",-,1.08%
13-May-15,"2,098.48","2,099.62","2,110.19","2,096.04",-,-0.03%
12-May-15,"2,099.12","2,102.87","2,105.06","2,085.57",-,-0.29%
11-May-15,"2,105.33","2,115.56","2,117.69","2,104.58",-,-0.51%
8-May-15,"2,116.10","2,092.13","2,117.66","2,092.13",-,1.35%
7-May-15,"2,088.00","2,079.96","2,092.90","2,074.99",-,0.38%
6-May-15,"2,080.15","2,091.26","2,098.42","2,067.93",-,-0.45%
5-May-15,"2,089.46","2,112.63","2,115.24","2,088.46",-,-1.18%
4-May-15,"2,114.49","2,110.23","2,120.95","2,110.23",-,0.29%
1-May-15,"2,108.29","2,087.38","2,108.41","2,087.38",-,1.09%
30-Apr-15,"2,085.51","2,105.52","2,105.52","2,077.59",-,-1.01%
29-Apr-15,"2,106.85","2,112.49","2,113.65","2,097.41",-,-0.37%
28-Apr-15,"2,114.76","2,108.35","2,116.09","2,094.89",-,0.28%
27-Apr-15,"2,108.92","2,119.29","2,125.92","2,107.04",-,-0.41%
24-Apr-15,"2,117.69","2,112.80","2,120.92","2,112.80",-,0.23%
23-Apr-15,"2,112.93","2,107.21","2,120.49","2,103.19",-,0.24%
22-Apr-15,"2,107.96","2,098.27","2,109.98","2,091.05",-,0.51%
21-Apr-15,"2,097.29","2,102.82","2,109.64","2,094.38",-,-0.15%
20-Apr-15,"2,100.40","2,084.11","2,103.94","2,084.11",-,0.92%
17-Apr-15,"2,081.18","2,102.58","2,102.58","2,072.37",-,-1.13%
16-Apr-15,"2,104.99","2,105.96","2,111.30","2,100.02",-,-0.08%
15-Apr-15,"2,106.63","2,097.82","2,111.91","2,097.82",-,0.51%
14-Apr-15,"2,095.84","2,092.28","2,098.62","2,083.24",-,0.16%
13-Apr-15,"2,092.43","2,102.03","2,107.65","2,092.33",-,-0.46%
10-Apr-15,"2,102.06","2,091.51","2,102.61","2,091.51",-,0.52%
9-Apr-15,"2,091.18","2,081.29","2,093.31","2,074.29",-,0.45%
8-Apr-15,"2,081.90","2,076.94","2,086.69","2,073.30",-,0.27%
7-Apr-15,"2,076.33","2,080.79","2,089.81","2,076.10",-,-0.21%
6-Apr-15,"2,080.62","2,064.87","2,086.99","2,056.52",-,0.66%
2-Apr-15,"2,066.96","2,060.03","2,072.17","2,057.32",-,0.35%
1-Apr-15,"2,059.69","2,067.63","2,067.63","2,048.38",-,-0.40%
31-Mar-15,"2,067.89","2,084.05","2,084.05","2,067.04",-,-0.88%
30-Mar-15,"2,086.24","2,064.11","2,088.97","2,064.11",-,1.22%
27-Mar-15,"2,061.02","2,055.78","2,062.83","2,052.96",-,0.24%
26-Mar-15,"2,056.15","2,059.94","2,067.15","2,045.50",-,-0.24%
25-Mar-15,"2,061.05","2,093.10","2,097.43","2,061.05",-,-1.46%
24-Mar-15,"2,091.50","2,103.94","2,107.63","2,091.50",-,-0.61%
23-Mar-15,"2,104.42","2,107.99","2,114.86","2,104.42",-,-0.17%
20-Mar-15,"2,108.10","2,090.32","2,113.92","2,090.32",-,0.90%
19-Mar-15,"2,089.27","2,098.69","2,098.69","2,085.56",-,-0.49%
18-Mar-15,"2,099.50","2,072.84","2,106.85","2,061.23",-,1.22%
17-Mar-15,"2,074.28","2,080.59","2,080.59","2,065.08",-,-0.33%
16-Mar-15,"2,081.19","2,055.35","2,081.41","2,055.35",-,1.35%
13-Mar-15,"2,053.40","2,064.56","2,064.56","2,041.17",-,-0.61%
12-Mar-15,"2,065.95","2,041.10","2,066.41","2,041.10",-,1.26%
11-Mar-15,"2,040.24","2,044.69","2,050.08","2,039.69",-,-0.19%
10-Mar-15,"2,044.16","2,076.14","2,076.14","2,044.16",-,-1.70%
9-Mar-15,"2,079.43","2,072.25","2,083.49","2,072.21",-,0.39%
6-Mar-15,"2,071.26","2,100.91","2,100.91","2,067.27",-,-1.42%
5-Mar-15,"2,101.04","2,098.54","2,104.25","2,095.22",-,0.12%
4-Mar-15,"2,098.53","2,107.72","2,107.72","2,087.62",-,-0.44%
3-Mar-15,"2,107.78","2,115.76","2,115.76","2,098.26",-,-0.45%
2-Mar-15,"2,117.39","2,105.23","2,117.52","2,104.50",-,0.61%
27-Feb-15,"2,104.50","2,110.88","2,112.74","2,103.75",-,-0.30%
26-Feb-15,"2,110.74","2,113.91","2,113.91","2,103.76",-,-0.15%
25-Feb-15,"2,113.86","2,115.30","2,119.59","2,109.89",-,-0.08%
24-Feb-15,"2,115.48","2,109.10","2,117.94","2,105.87",-,0.28%
23-Feb-15,"2,109.66","2,109.83","2,110.05","2,103.00",-,-0.03%
20-Feb-15,"2,110.30","2,097.65","2,110.61","2,085.44",-,0.61%
19-Feb-15,"2,097.45","2,099.25","2,102.13","2,090.79",-,-0.11%
18-Feb-15,"2,099.68","2,099.16","2,100.23","2,092.15",-,-0.03%
17-Feb-15,"2,100.34","2,096.47","2,101.30","2,089.80",-,0.16%
13-Feb-15,"2,096.99","2,088.78","2,097.03","2,086.70",-,0.41%
12-Feb-15,"2,088.48","2,069.98","2,088.53","2,069.98",-,0.96%
11-Feb-15,"2,068.53","2,068.55","2,073.48","2,057.99",-,0.00%
10-Feb-15,"2,068.59","2,049.38","2,070.86","2,048.62",-,1.07%
9-Feb-15,"2,046.74","2,053.47","2,056.16","2,041.88",-,-0.42%
6-Feb-15,"2,055.47","2,062.28","2,072.40","2,049.97",-,-0.34%
5-Feb-15,"2,062.52","2,043.45","2,063.55","2,043.45",-,1.03%
4-Feb-15,"2,041.51","2,048.86","2,054.74","2,036.72",-,-0.42%
3-Feb-15,"2,050.03","2,022.71","2,050.30","2,022.71",-,1.44%
2-Feb-15,"2,020.85","1,996.67","2,021.66","1,980.90",-,1.30%
30-Jan-15,"1,994.99","2,019.35","2,023.32","1,993.38",-,-1.30%
29-Jan-15,"2,021.25","2,002.45","2,024.64","1,989.18",-,0.95%
28-Jan-15,"2,002.16","2,032.34","2,042.49","2,001.49",-,-1.35%
27-Jan-15,"2,029.55","2,047.86","2,047.86","2,019.91",-,-1.34%
26-Jan-15,"2,057.09","2,050.42","2,057.62","2,040.97",-,0.26%
23-Jan-15,"2,051.82","2,062.98","2,062.98","2,050.54",-,-0.55%
22-Jan-15,"2,063.15","2,034.30","2,064.62","2,026.38",-,1.53%
21-Jan-15,"2,032.12","2,020.19","2,038.29","2,012.04",-,0.47%
20-Jan-15,"2,022.55","2,020.76","2,028.94","2,004.49",-,0.15%
16-Jan-15,"2,019.42","1,992.25","2,020.46","1,988.12",-,1.34%
15-Jan-15,"1,992.67","2,013.75","2,021.35","1,991.47",-,-0.92%
14-Jan-15,"2,011.27","2,018.40","2,018.40","1,988.44",-,-0.58%
13-Jan-15,"2,023.03","2,031.58","2,056.93","2,008.25",-,-0.26%
12-Jan-15,"2,028.26","2,046.13","2,049.30","2,022.58",-,-0.81%
9-Jan-15,"2,044.81","2,063.45","2,064.43","2,038.33",-,-0.84%
8-Jan-15,"2,062.14","2,030.61","2,064.08","2,030.61",-,1.79%
7-Jan-15,"2,025.90","2,005.55","2,029.61","2,005.55",-,1.16%
6-Jan-15,"2,002.61","2,022.15","2,030.25","1,992.44",-,-0.89%
5-Jan-15,"2,020.58","2,054.44","2,054.44","2,017.34",-,-1.83%
2-Jan-15,"2,058.20","2,058.90","2,072.36","2,046.04",-,-0.03%
31-Dec-14,"2,058.90","2,082.11","2,085.58","2,057.94",-,-1.03%
30-Dec-14,"2,080.35","2,088.49","2,088.49","2,079.53",-,-0.49%
29-Dec-14,"2,090.57","2,087.63","2,093.55","2,085.75",-,0.09%
26-Dec-14,"2,088.77","2,084.30","2,092.70","2,084.30",-,0.33%
24-Dec-14,"2,081.88","2,083.25","2,087.56","2,081.86",-,-0.01%
23-Dec-14,"2,082.17","2,081.48","2,086.73","2,079.77",-,0.17%
22-Dec-14,"2,078.54","2,069.28","2,078.76","2,069.28",-,0.38%
19-Dec-14,"2,070.65","2,061.04","2,077.85","2,061.03",-,0.46%
18-Dec-14,"2,061.23","2,018.98","2,061.23","2,018.98",-,2.40%
17-Dec-14,"2,012.89","1,973.77","2,016.75","1,973.77",-,2.04%
16-Dec-14,"1,972.74","1,986.71","2,016.89","1,972.56",-,-0.85%
15-Dec-14,"1,989.63","2,005.03","2,018.69","1,982.26",-,-0.63%
12-Dec-14,"2,002.33","2,030.36","2,032.25","2,002.33",-,-1.62%
11-Dec-14,"2,035.33","2,027.92","2,055.53","2,027.92",-,0.45%
10-Dec-14,"2,026.14","2,058.86","2,058.86","2,024.26",-,-1.64%
9-Dec-14,"2,059.82","2,056.55","2,060.60","2,034.17",-,-0.02%
8-Dec-14,"2,060.31","2,074.84","2,075.78","2,054.27",-,-0.73%
5-Dec-14,"2,075.37","2,072.78","2,079.47","2,070.81",-,0.17%
4-Dec-14,"2,071.92","2,073.64","2,077.34","2,062.34",-,-0.12%
3-Dec-14,"2,074.33","2,067.45","2,076.28","2,066.65",-,0.38%
2-Dec-14,"2,066.55","2,053.77","2,068.77","2,053.77",-,0.64%
1-Dec-14,"2,053.44","2,065.78","2,065.78","2,049.57",-,-0.68%
28-Nov-14,"2,067.56","2,074.78","2,075.76","2,065.06",-,-0.25%
26-Nov-14,"2,072.83","2,067.36","2,073.29","2,066.62",-,0.28%
25-Nov-14,"2,067.03","2,070.15","2,074.21","2,064.75",-,-0.12%
24-Nov-14,"2,069.41","2,065.07","2,070.17","2,065.07",-,0.29%
21-Nov-14,"2,063.50","2,057.46","2,071.46","2,056.75",-,0.52%
20-Nov-14,"2,052.75","2,045.87","2,053.84","2,040.49",-,0.20%
19-Nov-14,"2,048.72","2,051.16","2,052.14","2,040.37",-,-0.15%
18-Nov-14,"2,051.80","2,041.48","2,056.08","2,041.48",-,0.51%
17-Nov-14,"2,041.32","2,038.29","2,043.07","2,034.46",-,0.07%
14-Nov-14,"2,039.82","2,039.74","2,042.22","2,035.20",-,0.02%
13-Nov-14,"2,039.33","2,039.21","2,046.18","2,030.44",-,0.05%
12-Nov-14,"2,038.25","2,037.75","2,040.33","2,031.95",-,-0.07%
11-Nov-14,"2,039.68","2,038.20","2,041.28","2,035.28",-,0.07%
10-Nov-14,"2,038.26","2,032.01","2,038.70","2,030.17",-,0.31%
7-Nov-14,"2,031.92","2,032.36","2,034.26","2,025.07",-,0.03%
6-Nov-14,"2,031.21","2,023.33","2,031.61","2,015.86",-,0.38%
5-Nov-14,"2,023.57","2,015.29","2,023.77","2,014.42",-,0.57%
4-Nov-14,"2,012.10","2,015.81","2,015.98","2,001.01",-,-0.28%
3-Nov-14,"2,017.81","2,018.21","2,024.46","2,013.68",-,-0.01%
31-Oct-14,"2,018.05","2,001.20","2,018.19","2,001.20",-,1.17%
30-Oct-14,"1,994.65","1,979.49","1,999.40","1,974.75",-,0.62%
29-Oct-14,"1,982.30","1,983.29","1,991.40","1,969.04",-,-0.14%
28-Oct-14,"1,985.05","1,964.14","1,985.05","1,964.14",-,1.19%
27-Oct-14,"1,961.63","1,962.97","1,964.64","1,951.37",-,-0.15%
24-Oct-14,"1,964.58","1,951.59","1,965.27","1,946.27",-,0.71%
23-Oct-14,"1,950.82","1,931.02","1,961.95","1,931.02",-,1.23%
22-Oct-14,"1,927.11","1,941.29","1,949.31","1,926.83",-,-0.73%
21-Oct-14,"1,941.28","1,909.38","1,942.45","1,909.38",-,1.96%
20-Oct-14,"1,904.01","1,885.62","1,905.03","1,882.30",-,0.91%
17-Oct-14,"1,886.76","1,864.91","1,898.16","1,864.91",-,1.29%
16-Oct-14,"1,862.76","1,855.95","1,876.01","1,835.02",-,0.01%
15-Oct-14,"1,862.49","1,874.18","1,874.18","1,820.66",-,-0.81%
14-Oct-14,"1,877.70","1,877.11","1,898.71","1,871.79",-,0.16%
13-Oct-14,"1,874.74","1,905.65","1,912.09","1,874.14",-,-1.65%
10-Oct-14,"1,906.13","1,925.63","1,936.98","1,906.05",-,-1.15%
9-Oct-14,"1,928.21","1,967.68","1,967.68","1,927.56",-,-2.07%
8-Oct-14,"1,968.89","1,935.55","1,970.36","1,925.25",-,1.75%
