Date,Price,High,Low,BTC_Price,SP_Price
2013-07-25,1333.65,1338.02,1309.35,88.42,1690.25
2013-07-26,1333.9,1340.82,1312.82,90.16,1691.65
2013-07-29,1327.6,1338.71,1323.32,92.71,1685.33
2013-07-30,1327.3,1330.38,1318.5,93.39,1685.96
2013-07-31,1323.1,1338.87,1305.91,96.57,1685.73
2013-08-01,1308.95,1330.77,1307.2,98.28,1706.87
2013-08-02,1312.0,1318.4,1283.19,96.62,1709.67
2013-08-05,1303.95,1319.91,1297.86,96.38,1707.14
2013-08-06,1281.9,1307.27,1279.85,97.81,1697.37
2013-08-07,1287.75,1289.42,1273.25,97.69,1690.91
2013-08-08,1312.0,1314.56,1283.85,97.09,1697.48
2013-08-09,1314.5,1317.0,1305.56,94.27,1691.42
2013-08-12,1336.4,1343.67,1314.6,94.09,1689.47
2013-08-13,1321.3,1341.72,1319.27,95.35,1694.16
2013-08-14,1335.2,1337.3,1316.55,98.15,1685.39
2013-08-15,1366.05,1369.9,1319.31,99.19,1661.32
2013-08-16,1376.4,1380.21,1357.95,98.08,1655.83
2013-08-19,1365.98,1384.6,1362.49,99.3,1646.06
2013-08-20,1371.17,1376.2,1355.26,102.85,1652.35
2013-08-21,1366.35,1378.81,1360.1,104.87,1642.8
2013-08-22,1375.85,1381.61,1355.8,110.43,1656.96
2013-08-23,1396.85,1400.21,1369.14,109.12,1663.5
2013-08-26,1404.9,1404.86,1391.44,113.12,1656.78
2013-08-27,1416.65,1424.02,1396.75,111.9,1630.48
2013-08-28,1418.5,1434.17,1413.9,117.75,1634.96
2013-08-29,1408.25,1418.52,1403.17,117.91,1638.17
2013-08-30,1396.4,1411.62,1392.77,118.5,1632.97
2013-09-02,1394.9,1398.31,1380.05,130.66,1639.77
2013-09-03,1412.65,1416.61,1384.7,130.15,1639.77
2013-09-04,1391.45,1415.22,1384.85,129.18,1653.08
2013-09-05,1367.85,1399.92,1365.77,122.81,1655.08
2013-09-06,1391.61,1393.2,1363.28,122.5,1655.17
2013-09-09,1387.05,1391.45,1382.83,118.34,1671.71
2013-09-10,1364.45,1391.52,1358.2,121.68,1683.99
2013-09-11,1366.75,1368.51,1357.46,122.07,1689.13
2013-09-12,1321.05,1367.5,1321.05,127.55,1683.42
2013-09-13,1326.72,1331.03,1305.03,126.38,1687.99
2013-09-16,1314.0,1332.92,1304.46,125.36,1697.6
2013-09-17,1309.65,1323.92,1306.5,126.27,1704.76
2013-09-18,1365.15,1367.77,1291.95,126.92,1725.52
2013-09-19,1365.0,1375.15,1358.8,127.0,1722.34
2013-09-20,1325.38,1368.4,1324.86,124.18,1709.91
2013-09-23,1322.15,1332.11,1314.26,123.27,1701.84
2013-09-24,1323.2,1329.57,1306.51,122.63,1697.42
2013-09-25,1333.6,1338.51,1317.11,123.86,1692.77
2013-09-26,1323.7,1339.21,1319.15,123.25,1698.67
2013-09-27,1336.2,1344.3,1320.43,124.84,1691.75
2013-09-30,1327.55,1344.22,1323.56,127.01,1681.55
2013-10-01,1286.6,1337.77,1283.2,126.25,1695.0
2013-10-02,1315.25,1323.82,1278.85,127.33,1693.87
2013-10-03,1317.3,1321.31,1302.42,103.85,1678.66
2013-10-04,1311.35,1323.86,1306.56,117.63,1690.5
2013-10-07,1321.79,1328.44,1308.81,122.49,1676.12
2013-10-08,1318.8,1330.1,1316.3,123.5,1655.45
2013-10-09,1307.2,1321.95,1294.65,124.13,1656.4
2013-10-10,1286.24,1311.78,1283.03,125.9,1692.56
2013-10-11,1273.11,1294.45,1262.63,126.8,1703.2
2013-10-14,1273.4,1289.47,1268.8,132.82,1710.14
2013-10-15,1280.8,1288.51,1252.27,135.42,1698.06
2013-10-16,1281.6,1287.51,1269.57,142.76,1721.54
2013-10-17,1319.7,1324.67,1274.8,137.56,1733.15
2013-10-18,1316.24,1325.7,1311.95,143.94,1744.5
2013-10-21,1315.75,1324.42,1313.56,166.59,1744.66
2013-10-22,1340.65,1345.07,1310.45,180.13,1754.67
2013-10-23,1332.35,1342.57,1329.8,189.75,1746.38
2013-10-24,1347.15,1352.22,1330.6,203.96,1752.07
2013-10-25,1352.13,1355.6,1336.54,193.87,1759.77
2013-10-28,1352.2,1362.21,1346.5,194.0,1762.11
2013-10-29,1344.3,1360.67,1340.87,196.62,1771.95
2013-10-30,1342.8,1359.77,1334.81,204.69,1763.31
2013-10-31,1323.8,1343.4,1319.4,197.54,1756.54
2013-11-01,1315.35,1327.86,1306.3,203.54,1761.64
2013-11-04,1314.74,1322.24,1311.74,210.0,1767.93
2013-11-05,1311.6,1319.77,1306.75,226.83,1762.97
2013-11-06,1318.4,1322.31,1309.45,242.9,1770.49
2013-11-07,1307.95,1325.71,1298.71,263.24,1747.15
2013-11-08,1288.2,1313.06,1281.4,291.0,1770.61
2013-11-11,1283.28,1288.91,1279.39,323.0,1771.89
2013-11-12,1267.99,1285.3,1261.28,343.91,1767.69
2013-11-13,1278.99,1279.24,1265.89,354.96,1782.0
2013-11-14,1287.39,1294.38,1278.53,393.5,1790.62
2013-11-15,1290.05,1291.14,1280.42,416.95,1798.18
2013-11-18,1274.35,1290.61,1270.35,477.38,1791.53
2013-11-19,1275.25,1279.02,1269.3,669.01,1787.87
2013-11-20,1243.2,1276.67,1241.3,536.01,1781.37
2013-11-21,1242.75,1250.01,1236.69,599.0,1795.85
2013-11-22,1243.6,1249.32,1241.55,720.0,1804.76
2013-11-25,1252.6,1253.54,1227.72,800.05,1802.48
2013-11-26,1243.3,1256.89,1239.89,817.88,1802.75
2013-11-27,1237.4,1254.81,1236.65,916.3,1807.23
2013-11-28,1244.15,1245.82,1235.32,963.98,1805.81
2013-11-29,1253.49,1256.11,1242.26,1012.98,1805.81
2013-12-02,1220.05,1251.42,1217.78,955.0,1800.9
2013-12-03,1223.89,1226.38,1215.98,1047.47,1795.15
2013-12-04,1243.66,1250.75,1211.89,1055.0,1792.81
2013-12-05,1224.88,1244.0,1217.3,1132.01,1785.03
2013-12-06,1228.85,1243.61,1212.41,1023.87,1805.09
2013-12-09,1240.94,1243.19,1225.38,787.0,1808.37
2013-12-10,1260.72,1267.74,1237.97,899.9,1802.62
2013-12-11,1251.75,1263.4,1250.5,979.23,1782.22
2013-12-12,1223.8,1257.4,1223.5,879.04,1775.5
2013-12-13,1238.3,1239.0,1220.6,871.22,1775.32
2013-12-16,1240.57,1251.89,1227.59,862.0,1786.54
2013-12-17,1230.1,1248.6,1227.8,691.0,1781.0
2013-12-18,1218.07,1244.7,1216.15,673.62,1810.65
2013-12-19,1190.1,1226.76,1186.8,520.0,1809.6
2013-12-20,1203.25,1207.6,1185.71,685.0,1818.32
2013-12-23,1198.84,1206.38,1192.77,612.66,1827.99
2013-12-24,1204.35,1206.36,1197.01,654.76,1833.32
2013-12-25,1204.7,1205.1,1203.29,652.99,1842.02
2013-12-26,1210.7,1216.1,1201.24,679.01,1842.02
2013-12-27,1213.19,1219.04,1209.03,747.0,1841.4
2013-12-30,1196.4,1216.26,1195.39,728.0,1841.07
2013-12-31,1205.55,1214.21,1185.11,736.51,1848.36
2014-01-01,1205.9,1210.61,1199.4,732.0,1831.98
2014-01-02,1224.89,1231.04,1203.72,754.9,1831.98
2014-01-03,1236.55,1240.38,1222.14,784.19,1831.37
2014-01-06,1238.05,1248.76,1233.1,905.0,1826.77
2014-01-07,1232.1,1245.86,1225.2,919.24,1837.88
2014-01-08,1226.1,1232.84,1218.83,785.0,1837.49
2014-01-09,1228.0,1231.91,1224.02,823.45,1838.13
2014-01-10,1247.1,1248.81,1226.94,824.76,1842.37
2014-01-13,1253.44,1255.18,1243.72,844.05,1819.2
2014-01-14,1245.1,1255.38,1241.83,823.0,1838.88
2014-01-15,1241.74,1245.39,1234.49,815.99,1848.38
2014-01-16,1242.55,1245.26,1236.55,841.14,1845.89
2014-01-17,1253.82,1255.28,1238.05,814.4,1838.7
2014-01-20,1254.35,1261.0,1251.32,842.07,1843.8
2014-01-21,1241.49,1256.24,1236.07,826.02,1843.8
2014-01-22,1236.49,1244.14,1236.14,824.89,1844.86
2014-01-23,1264.35,1265.8,1231.76,819.2,1828.46
2014-01-24,1269.25,1273.31,1257.2,812.0,1790.29
2014-01-27,1257.07,1278.48,1252.16,814.75,1781.56
2014-01-28,1256.55,1261.51,1249.36,751.95,1792.5
2014-01-29,1268.4,1270.27,1249.65,788.0,1774.2
2014-01-30,1243.7,1268.53,1238.39,794.21,1794.19
2014-01-31,1243.8,1255.51,1238.75,799.99,1782.59
2014-02-03,1257.64,1266.54,1240.68,814.99,1741.89
2014-02-04,1255.0,1260.93,1247.62,808.5,1755.2
2014-02-05,1258.01,1273.73,1252.51,802.99,1751.64
2014-02-06,1257.64,1266.98,1252.88,782.33,1773.43
2014-02-07,1267.06,1272.18,1256.22,763.99,1797.02
2014-02-10,1274.9,1278.31,1265.4,687.37,1799.84
2014-02-11,1291.85,1293.83,1273.8,687.81,1819.75
2014-02-12,1291.25,1296.52,1284.4,675.1,1819.26
2014-02-13,1302.7,1302.8,1286.14,651.99,1829.83
2014-02-14,1318.93,1321.34,1299.97,604.11,1838.63
2014-02-17,1329.1,1330.37,1318.65,621.0,1840.76
2014-02-18,1321.6,1332.71,1312.95,633.66,1840.76
2014-02-19,1311.8,1323.39,1308.93,627.7,1828.75
2014-02-20,1322.89,1325.18,1307.85,623.01,1839.78
2014-02-21,1323.39,1328.79,1316.12,561.86,1836.25
2014-02-24,1337.0,1339.0,1319.11,610.09,1847.61
2014-02-25,1340.75,1344.01,1331.72,535.49,1845.12
2014-02-26,1330.75,1345.4,1322.14,535.0,1845.16
2014-02-27,1331.44,1336.48,1323.97,585.24,1854.29
2014-02-28,1326.4,1333.91,1320.22,583.0,1859.45
2014-03-03,1350.9,1355.41,1326.5,566.24,1845.73
2014-03-04,1334.9,1352.61,1331.54,677.69,1873.91
2014-03-05,1337.39,1341.88,1332.58,673.0,1873.81
2014-03-06,1351.35,1353.37,1331.35,669.99,1877.03
2014-03-07,1340.25,1352.9,1329.75,669.57,1878.04
2014-03-10,1339.15,1345.41,1329.47,640.0,1877.17
2014-03-11,1349.95,1353.11,1338.0,629.39,1867.63
2014-03-12,1367.08,1371.1,1345.44,632.1,1868.2
2014-03-13,1370.6,1375.46,1364.65,634.95,1846.34
2014-03-14,1382.24,1388.4,1368.06,641.01,1841.13
2014-03-17,1366.95,1392.37,1362.53,634.99,1858.83
2014-03-18,1356.25,1367.77,1350.8,621.11,1872.25
2014-03-19,1331.45,1360.26,1328.0,612.0,1860.77
2014-03-20,1328.5,1335.21,1320.85,611.2,1872.01
2014-03-21,1334.55,1343.04,1328.45,587.98,1866.52
2014-03-24,1309.62,1334.86,1308.04,561.0,1857.44
2014-03-25,1311.05,1317.86,1306.2,585.99,1865.62
2014-03-26,1304.1,1317.01,1298.9,583.77,1852.56
2014-03-27,1291.14,1307.15,1289.3,581.49,1849.04
2014-03-28,1294.0,1299.2,1285.84,475.0,1857.62
2014-03-31,1284.25,1298.81,1282.65,460.0,1872.34
2014-04-01,1279.15,1288.25,1277.44,454.83,1885.52
2014-04-02,1289.8,1295.21,1278.65,478.98,1890.9
2014-04-03,1287.3,1294.2,1281.59,439.0,1888.77
2014-04-04,1302.7,1307.09,1284.33,451.03,1865.09
2014-04-07,1296.65,1304.8,1295.8,456.27,1845.04
2014-04-08,1308.72,1314.93,1296.29,447.11,1851.96
2014-04-09,1311.9,1315.3,1300.94,453.57,1872.18
2014-04-10,1318.92,1324.9,1310.84,441.69,1833.08
2014-04-11,1318.47,1324.33,1314.24,363.12,1815.69
2014-04-14,1326.4,1331.2,1318.84,416.3,1830.61
2014-04-15,1302.65,1328.51,1290.95,458.5,1842.98
2014-04-16,1302.8,1307.6,1293.59,521.0,1862.31
2014-04-17,1294.85,1304.8,1293.24,530.0,1864.85
2014-04-18,1293.78,1293.78,1293.78,500.09,1871.89
2014-04-21,1290.15,1301.51,1282.01,500.0,1871.89
2014-04-22,1283.5,1293.0,1277.6,496.74,1879.55
2014-04-23,1283.9,1289.22,1281.05,490.0,1875.39
2014-04-24,1293.85,1298.51,1268.85,492.0,1878.61
2014-04-25,1303.45,1305.61,1290.6,502.2,1863.4
2014-04-28,1296.1,1306.61,1292.3,430.0,1869.43
2014-04-29,1296.48,1301.4,1286.49,442.9,1878.33
2014-04-30,1291.9,1298.01,1285.8,448.0,1883.95
2014-05-01,1284.1,1293.21,1277.7,448.85,1883.68
2014-05-02,1300.32,1304.9,1277.1,460.97,1881.14
2014-05-05,1309.85,1315.95,1299.61,438.04,1884.66
2014-05-06,1307.65,1314.71,1305.0,433.0,1867.72
2014-05-07,1289.55,1315.31,1287.0,428.01,1878.21
2014-05-08,1289.6,1295.3,1285.74,440.0,1875.63
2014-05-09,1289.33,1294.9,1285.64,437.69,1878.48
2014-05-12,1295.8,1304.3,1280.1,440.0,1896.65
2014-05-13,1293.35,1299.21,1289.25,442.5,1897.45
2014-05-14,1305.6,1309.4,1291.79,439.12,1888.53
2014-05-15,1296.35,1307.35,1291.15,446.0,1870.85
2014-05-16,1293.7,1298.76,1287.85,446.0,1877.86
2014-05-19,1291.95,1305.25,1289.66,446.91,1885.08
2014-05-20,1294.25,1297.05,1286.15,448.34,1872.83
2014-05-21,1291.85,1296.6,1283.45,489.0,1888.03
2014-05-22,1293.85,1303.85,1290.05,493.98,1892.49
2014-05-23,1293.11,1295.95,1287.99,529.99,1900.53
2014-05-26,1293.05,1294.41,1290.91,573.9,1911.91
2014-05-27,1263.7,1293.7,1263.5,581.88,1911.91
2014-05-28,1258.5,1267.69,1256.02,572.7,1909.78
2014-05-29,1256.05,1260.5,1251.55,580.66,1920.03
2014-05-30,1251.05,1260.46,1242.35,572.37,1923.57
2014-06-02,1244.35,1250.89,1241.04,630.99,1924.97
2014-06-03,1244.65,1248.15,1241.06,661.22,1924.24
2014-06-04,1243.8,1250.0,1243.5,670.14,1927.88
2014-06-05,1253.6,1256.81,1241.21,640.59,1940.46
2014-06-06,1252.73,1258.0,1246.31,661.48,1949.44
2014-06-09,1252.08,1257.7,1251.76,658.0,1951.27
2014-06-10,1260.8,1263.31,1250.21,648.83,1950.79
2014-06-11,1260.74,1265.5,1258.0,648.55,1943.89
2014-06-12,1273.36,1275.0,1260.05,620.5,1930.11
2014-06-13,1277.0,1278.2,1271.0,569.1,1936.16
2014-06-16,1271.6,1285.16,1270.51,588.55,1937.78
2014-06-17,1271.5,1273.56,1259.16,586.91,1941.99
2014-06-18,1278.4,1280.0,1266.96,606.48,1956.98
2014-06-19,1320.1,1322.1,1276.01,607.0,1959.48
2014-06-20,1314.82,1322.4,1306.75,593.4,1962.87
2014-06-23,1318.1,1318.61,1309.91,600.34,1962.61
2014-06-24,1318.3,1326.6,1314.15,588.22,1949.98
2014-06-25,1319.5,1325.15,1310.8,572.62,1959.53
2014-06-26,1317.95,1320.15,1306.25,560.4,1957.22
2014-06-27,1315.35,1322.31,1312.76,579.99,1960.96
2014-06-30,1327.5,1329.41,1310.21,599.89,1960.23
2014-07-01,1325.75,1332.41,1323.72,641.11,1973.32
2014-07-02,1327.45,1332.21,1321.32,638.25,1974.62
2014-07-03,1319.8,1327.7,1309.95,650.5,1985.44
2014-07-04,1320.55,1323.8,1318.8,645.99,1977.65
2014-07-07,1320.2,1320.3,1311.9,630.57,1977.65
2014-07-08,1318.95,1325.35,1313.45,622.09,1963.71
2014-07-09,1326.7,1332.69,1318.5,623.98,1972.83
2014-07-10,1335.55,1345.65,1319.34,621.97,1964.68
2014-07-11,1338.15,1339.54,1333.87,616.87,1967.57
2014-07-14,1307.15,1339.71,1303.21,630.88,1977.1
2014-07-15,1294.45,1314.25,1292.05,621.17,1973.28
2014-07-16,1299.37,1304.4,1292.9,622.9,1981.57
2014-07-17,1318.25,1324.65,1297.85,616.86,1958.12
2014-07-18,1310.9,1324.75,1304.57,622.2,1978.22
2014-07-21,1311.9,1318.51,1307.01,627.0,1973.63
2014-07-22,1307.35,1315.2,1301.75,622.73,1983.53
2014-07-23,1304.15,1311.31,1302.61,618.26,1987.01
2014-07-24,1293.35,1305.35,1287.81,621.0,1987.98
2014-07-25,1308.05,1308.5,1290.16,601.66,1978.34
2014-07-28,1304.25,1309.46,1301.42,590.3,1978.91
2014-07-29,1298.75,1312.75,1295.85,586.53,1969.95
2014-07-30,1295.05,1302.76,1291.85,585.95,1970.07
2014-07-31,1282.35,1297.56,1281.02,563.84,1930.67
2014-08-01,1294.1,1297.2,1280.9,582.04,1925.15
2014-08-04,1288.35,1295.81,1286.17,588.91,1938.99
2014-08-05,1288.0,1293.66,1282.56,588.5,1920.21
2014-08-06,1306.25,1309.86,1287.46,581.76,1920.24
2014-08-07,1313.55,1314.75,1302.11,581.16,1909.57
2014-08-08,1309.6,1322.86,1306.16,585.84,1931.59
2014-08-11,1308.1,1311.66,1304.96,590.96,1936.92
2014-08-12,1308.6,1317.86,1305.46,573.98,1933.75
2014-08-13,1312.86,1315.6,1304.9,566.69,1946.72
2014-08-14,1313.24,1319.6,1309.19,548.81,1955.18
2014-08-15,1304.6,1315.41,1292.61,507.99,1955.06
2014-08-18,1297.46,1304.07,1295.72,496.86,1971.74
2014-08-19,1295.5,1302.61,1293.96,475.22,1981.6
2014-08-20,1292.15,1297.91,1288.04,491.98,1986.51
2014-08-21,1277.25,1291.8,1273.32,516.39,1992.37
2014-08-22,1281.23,1283.5,1274.49,519.28,1988.4
2014-08-25,1276.6,1281.06,1274.42,507.85,1997.92
2014-08-26,1280.9,1291.06,1275.5,503.82,2000.02
2014-08-27,1282.95,1288.0,1280.4,512.18,2000.12
2014-08-28,1290.0,1296.76,1283.02,511.87,1996.74
2014-08-29,1287.57,1291.8,1283.66,506.0,2003.37
2014-09-01,1287.3,1290.36,1282.8,479.04,2002.28
2014-09-02,1265.9,1288.1,1262.92,474.54,2002.28
2014-09-03,1269.07,1271.8,1261.69,474.5,2000.72
2014-09-04,1261.1,1276.76,1260.26,474.89,1997.65
2014-09-05,1268.85,1273.71,1257.16,487.43,2007.71
2014-09-08,1255.7,1271.85,1251.5,475.43,2001.54
2014-09-09,1256.2,1258.25,1247.41,468.33,1988.44
2014-09-10,1248.75,1258.15,1243.91,473.2,1995.69
2014-09-11,1240.75,1250.46,1234.97,476.57,1997.45
2014-09-12,1228.63,1242.04,1227.75,475.9,1985.54
2014-09-15,1233.0,1238.56,1225.56,475.49,1984.13
2014-09-16,1235.2,1242.16,1231.92,469.47,1998.98
2014-09-17,1223.25,1239.46,1221.67,462.02,2001.57
2014-09-18,1225.45,1228.06,1216.27,452.09,2011.36
2014-09-19,1216.45,1228.86,1213.87,425.0,2010.4
2014-09-22,1215.05,1220.7,1208.72,399.55,1994.29
2014-09-23,1222.95,1235.06,1214.11,400.07,1982.77
2014-09-24,1217.05,1226.16,1215.96,438.97,1998.3
2014-09-25,1222.62,1224.88,1207.03,423.68,1965.99
2014-09-26,1219.51,1230.5,1212.54,408.76,1982.85
2014-09-29,1215.95,1223.76,1214.78,375.35,1977.8
2014-09-30,1209.24,1219.96,1204.9,374.2,1972.29
2014-10-01,1213.65,1219.66,1204.75,391.09,1946.16
2014-10-02,1213.5,1221.84,1208.69,384.86,1946.17
2014-10-03,1191.2,1215.9,1190.14,374.68,1967.9
2014-10-06,1207.15,1209.2,1183.96,323.52,1964.82
2014-10-07,1209.0,1213.06,1202.91,328.59,1935.1
2014-10-08,1221.7,1223.84,1205.12,334.8,1968.89
2014-10-09,1224.15,1233.6,1219.15,355.73,1928.21
2014-10-10,1223.48,1225.84,1217.6,364.01,1906.13
2014-10-13,1237.15,1237.65,1223.34,378.11,1874.74
2014-10-14,1232.75,1238.3,1231.25,392.6,1877.7
2014-10-15,1241.07,1249.8,1222.17,403.38,1862.49
2014-10-16,1239.1,1245.6,1235.75,394.52,1862.76
2014-10-17,1238.19,1242.3,1231.99,383.95,1886.76
2014-10-20,1246.6,1248.94,1234.7,387.53,1904.01
2014-10-21,1249.3,1255.6,1245.4,381.21,1941.28
2014-10-22,1241.03,1250.08,1240.66,385.81,1927.11
2014-10-23,1232.15,1244.96,1226.43,382.04,1950.82
2014-10-24,1231.46,1234.7,1229.1,357.18,1964.58
2014-10-27,1225.4,1232.26,1225.06,355.18,1961.63
2014-10-28,1228.4,1235.81,1222.9,350.0,1985.05
2014-10-29,1211.8,1230.86,1208.52,356.96,1982.3
2014-10-30,1198.9,1216.76,1195.96,335.7,1994.65
2014-10-31,1174.42,1203.3,1161.75,346.14,2018.05
2014-11-03,1165.35,1174.17,1162.17,324.36,2017.81
2014-11-04,1168.3,1174.3,1164.0,325.5,2012.1
2014-11-05,1141.4,1169.85,1137.7,330.22,2023.57
2014-11-06,1141.2,1149.7,1138.1,338.38,2031.21
2014-11-07,1176.65,1178.99,1132.25,349.99,2031.92
2014-11-10,1150.6,1179.41,1147.45,364.77,2038.26
2014-11-11,1164.8,1173.6,1146.32,366.43,2039.68
2014-11-12,1160.92,1170.37,1157.51,370.65,2038.25
2014-11-13,1161.96,1168.12,1154.24,426.63,2039.33
2014-11-14,1188.25,1193.74,1147.04,420.93,2039.82
2014-11-17,1186.55,1194.26,1181.62,389.86,2041.32
2014-11-18,1197.55,1205.0,1183.3,387.69,2051.8
2014-11-19,1183.3,1202.77,1175.97,374.88,2048.72
2014-11-20,1193.75,1197.31,1176.87,379.03,2052.75
2014-11-21,1201.4,1208.01,1186.95,356.47,2063.5
2014-11-24,1197.4,1204.24,1192.85,367.17,2069.41
2014-11-25,1201.19,1203.4,1190.8,375.99,2067.03
2014-11-26,1197.9,1202.61,1195.02,377.37,2072.83
2014-11-27,1191.75,1200.1,1185.95,368.5,2067.56
2014-11-28,1167.35,1191.56,1165.35,369.98,2067.56
2014-12-01,1210.9,1221.46,1143.38,377.01,2053.44
2014-12-02,1199.01,1213.05,1192.32,376.53,2066.55
2014-12-03,1209.64,1214.95,1194.65,379.52,2074.33
2014-12-04,1205.78,1213.7,1201.53,375.33,2071.92
2014-12-05,1192.05,1208.2,1186.5,369.16,2075.37
2014-12-08,1203.2,1208.59,1187.31,377.26,2060.31
2014-12-09,1230.85,1238.55,1199.45,361.3,2059.82
2014-12-10,1226.75,1238.25,1224.78,352.03,2026.14
2014-12-11,1227.95,1233.2,1216.3,345.21,2035.33
2014-12-12,1222.6,1228.38,1215.98,348.9,2002.33
2014-12-15,1192.6,1224.24,1190.97,356.52,1989.63
2014-12-16,1196.6,1221.79,1188.8,349.0,1972.74
2014-12-17,1188.7,1203.4,1184.23,329.05,2012.89
2014-12-18,1198.4,1213.55,1188.65,322.0,2061.23
2014-12-19,1195.95,1202.1,1193.9,312.67,2070.65
2014-12-22,1175.05,1202.18,1170.56,320.01,2078.54
2014-12-23,1175.68,1185.49,1172.59,331.56,2082.17
2014-12-24,1173.8,1181.8,1173.05,336.92,2081.88
2014-12-26,1195.4,1199.75,1173.45,319.86,2088.77
2014-12-29,1183.1,1197.79,1179.35,317.64,2090.57
2014-12-30,1200.24,1210.29,1180.89,313.01,2080.35
2014-12-31,1183.95,1204.0,1179.55,311.07,2058.9
2015-01-01,1181.97,1184.53,1181.97,321.0,2058.2
2015-01-02,1189.18,1194.6,1168.75,313.81,2058.2
2015-01-05,1204.45,1208.15,1183.45,264.0,2020.58
2015-01-06,1219.2,1223.15,1201.85,276.8,2002.61
2015-01-07,1210.8,1219.85,1209.2,266.39,2025.9
2015-01-08,1208.98,1216.65,1204.67,266.39,2062.14
2015-01-09,1223.4,1224.0,1207.45,266.39,2044.81
2015-01-12,1233.64,1236.29,1218.56,266.39,2028.26
2015-01-13,1230.88,1244.12,1227.53,267.42,2023.03
2015-01-14,1229.95,1244.4,1224.95,227.0,2011.27
2015-01-15,1261.64,1266.59,1226.18,171.41,1992.67
2015-01-16,1280.3,1281.99,1255.37,210.98,2019.42
2015-01-19,1277.08,1281.63,1272.22,211.85,2022.55
2015-01-20,1293.94,1297.23,1274.09,216.34,2022.55
2015-01-21,1293.44,1305.38,1285.59,210.65,2032.12
2015-01-22,1301.73,1306.7,1279.55,227.16,2063.15
2015-01-23,1294.55,1302.9,1284.66,234.08,2051.82
2015-01-26,1281.24,1299.14,1276.14,255.31,2057.09
2015-01-27,1292.35,1297.77,1272.58,274.8,2029.55
2015-01-28,1285.1,1294.55,1281.5,263.98,2002.16
2015-01-29,1257.25,1286.25,1252.61,236.07,2021.25
2015-01-30,1283.55,1285.35,1257.25,235.79,1994.99
2015-02-02,1275.44,1283.85,1266.93,226.93,2020.85
2015-02-03,1260.2,1285.59,1255.7,238.47,2050.03
2015-02-04,1270.05,1272.2,1256.85,227.99,2041.51
2015-02-05,1264.7,1274.0,1256.52,227.0,2062.52
2015-02-06,1233.72,1269.3,1228.75,216.81,2055.47
2015-02-09,1239.68,1244.35,1234.54,223.88,2046.74
2015-02-10,1234.0,1246.0,1230.7,220.9,2068.59
2015-02-11,1219.16,1239.3,1218.26,220.42,2068.53
2015-02-12,1222.5,1232.9,1216.75,219.55,2088.48
2015-02-13,1229.7,1235.7,1221.01,223.0,2096.99
2015-02-16,1231.47,1236.88,1228.01,235.63,2100.34
2015-02-17,1209.4,1234.15,1203.7,234.7,2100.34
2015-02-18,1212.99,1212.99,1197.95,244.7,2099.68
2015-02-19,1207.45,1223.5,1205.4,237.37,2097.45
2015-02-20,1202.39,1215.39,1198.43,240.59,2110.3
2015-02-23,1201.92,1210.7,1191.51,236.5,2109.66
2015-02-24,1199.89,1204.6,1191.3,239.65,2115.48
2015-02-25,1204.8,1212.2,1199.5,239.55,2113.86
2015-02-26,1209.05,1220.75,1203.95,237.97,2110.74
2015-02-27,1213.15,1219.9,1204.65,236.84,2104.5
2015-03-02,1207.1,1223.6,1204.6,258.34,2117.39
2015-03-03,1203.8,1215.09,1195.39,274.93,2107.78
2015-03-04,1199.85,1209.4,1198.25,281.0,2098.53
2015-03-05,1198.6,1209.7,1196.4,270.78,2101.04
2015-03-06,1167.21,1201.29,1163.94,273.09,2071.26
2015-03-09,1167.3,1176.15,1166.15,275.0,2079.43
2015-03-10,1161.93,1171.35,1156.35,287.12,2044.16
2015-03-11,1154.8,1165.95,1147.85,290.0,2040.24
2015-03-12,1153.7,1166.7,1148.9,296.54,2065.95
2015-03-13,1159.48,1162.55,1151.8,295.31,2053.4
2015-03-16,1154.59,1164.46,1150.6,286.75,2081.19
2015-03-17,1149.3,1159.85,1143.61,289.27,2074.28
2015-03-18,1167.25,1174.61,1145.9,282.8,2099.5
2015-03-19,1171.3,1177.86,1160.06,256.45,2089.27
2015-03-20,1182.68,1188.3,1168.55,261.81,2108.1
2015-03-23,1189.3,1192.1,1179.45,267.74,2104.42
2015-03-24,1193.13,1195.7,1185.25,265.94,2091.5
2015-03-25,1195.45,1199.9,1186.65,245.0,2061.05
2015-03-26,1204.38,1219.8,1194.5,246.94,2056.15
2015-03-27,1199.3,1206.7,1192.91,249.23,2061.02
2015-03-30,1186.2,1199.5,1182.55,242.0,2086.24
2015-03-31,1183.5,1191.2,1178.45,247.95,2067.89
2015-04-01,1204.1,1209.0,1180.35,244.24,2059.69
2015-04-02,1202.59,1208.15,1195.75,246.69,2066.96
2015-04-03,1210.9,1212.74,1200.11,253.28,2080.62
2015-04-06,1214.7,1224.5,1213.85,260.54,2080.62
2015-04-07,1208.6,1215.91,1207.45,255.58,2076.33
2015-04-08,1202.8,1212.6,1197.85,253.72,2081.9
2015-04-09,1195.01,1203.76,1192.86,244.58,2091.18
2015-04-10,1208.05,1211.1,1193.3,243.43,2102.06
2015-04-13,1198.85,1209.83,1196.81,236.5,2092.43
2015-04-14,1193.58,1202.1,1184.18,223.15,2095.84
2015-04-15,1202.05,1205.35,1189.38,215.8,2106.63
2015-04-16,1197.65,1209.6,1195.06,222.88,2104.99
